"","continent","country","lifeExp","year"
"116","Europe","Belgium",75.35,1987
"117","Europe","Belgium",76.46,1992
"118","Europe","Belgium",77.53,1997
"119","Europe","Belgium",78.32,2002
"120","Europe","Belgium",79.441,2007
"121","Africa","Benin",38.223,1952
"122","Africa","Benin",40.358,1957
"123","Africa","Benin",42.618,1962
"124","Africa","Benin",44.885,1967
"125","Africa","Benin",47.014,1972
"126","Africa","Benin",49.19,1977
"127","Africa","Benin",50.904,1982
"128","Africa","Benin",52.337,1987
"129","Africa","Benin",53.919,1992
"130","Africa","Benin",54.777,1997
"131","Africa","Benin",54.406,2002
"132","Africa","Benin",56.728,2007
"133","Americas","Bolivia",40.414,1952
"134","Americas","Bolivia",41.89,1957
"135","Americas","Bolivia",43.428,1962
"136","Americas","Bolivia",45.032,1967
"137","Americas","Bolivia",46.714,1972
"138","Americas","Bolivia",50.023,1977
"139","Americas","Bolivia",53.859,1982
"140","Americas","Bolivia",57.251,1987
"141","Americas","Bolivia",59.957,1992
"142","Americas","Bolivia",62.05,1997
"143","Americas","Bolivia",63.883,2002
"144","Americas","Bolivia",65.554,2007
"145","Europe","Bosnia and Herzegovina",53.82,1952
"146","Europe","Bosnia and Herzegovina",58.45,1957
"147","Europe","Bosnia and Herzegovina",61.93,1962
"148","Europe","Bosnia and Herzegovina",64.79,1967
"149","Europe","Bosnia and Herzegovina",67.45,1972
"150","Europe","Bosnia and Herzegovina",69.86,1977
"151","Europe","Bosnia and Herzegovina",70.69,1982
"152","Europe","Bosnia and Herzegovina",71.14,1987
"153","Europe","Bosnia and Herzegovina",72.178,1992
"154","Europe","Bosnia and Herzegovina",73.244,1997
"155","Europe","Bosnia and Herzegovina",74.09,2002
"156","Europe","Bosnia and Herzegovina",74.852,2007
"157","Africa","Botswana",47.622,1952
"158","Africa","Botswana",49.618,1957
"159","Africa","Botswana",51.52,1962
"160","Africa","Botswana",53.298,1967
"161","Africa","Botswana",56.024,1972
"162","Africa","Botswana",59.319,1977
"163","Africa","Botswana",61.484,1982
"164","Africa","Botswana",63.622,1987
"165","Africa","Botswana",62.745,1992
"166","Africa","Botswana",52.556,1997
"167","Africa","Botswana",46.634,2002
"168","Africa","Botswana",50.728,2007
"169","Americas","Brazil",50.917,1952
"170","Americas","Brazil",53.285,1957
"171","Americas","Brazil",55.665,1962
"172","Americas","Brazil",57.632,1967
"173","Americas","Brazil",59.504,1972
"174","Americas","Brazil",61.489,1977
"175","Americas","Brazil",63.336,1982
"176","Americas","Brazil",65.205,1987
"177","Americas","Brazil",67.057,1992
"178","Americas","Brazil",69.388,1997
"179","Americas","Brazil",71.006,2002
"180","Americas","Brazil",72.39,2007
"181","Europe","Bulgaria",59.6,1952
"182","Europe","Bulgaria",66.61,1957
"183","Europe","Bulgaria",69.51,1962
"184","Europe","Bulgaria",70.42,1967
"185","Europe","Bulgaria",70.9,1972
"186","Europe","Bulgaria",70.81,1977
"187","Europe","Bulgaria",71.08,1982
"188","Europe","Bulgaria",71.34,1987
"189","Europe","Bulgaria",71.19,1992
"190","Europe","Bulgaria",70.32,1997
"191","Europe","Bulgaria",72.14,2002
"192","Europe","Bulgaria",73.005,2007
"193","Africa","Burkina Faso",31.975,1952
"194","Africa","Burkina Faso",34.906,1957
"195","Africa","Burkina Faso",37.814,1962
"196","Africa","Burkina Faso",40.697,1967
"197","Africa","Burkina Faso",43.591,1972
"198","Africa","Burkina Faso",46.137,1977
"199","Africa","Burkina Faso",48.122,1982
"200","Africa","Burkina Faso",49.557,1987
"201","Africa","Burkina Faso",50.26,1992
"202","Africa","Burkina Faso",50.324,1997
"203","Africa","Burkina Faso",50.65,2002
"204","Africa","Burkina Faso",52.295,2007
"205","Africa","Burundi",39.031,1952
"206","Africa","Burundi",40.533,1957
"207","Africa","Burundi",42.045,1962
"208","Africa","Burundi",43.548,1967
"209","Africa","Burundi",44.057,1972
"210","Africa","Burundi",45.91,1977
"211","Africa","Burundi",47.471,1982
"212","Africa","Burundi",48.211,1987
"213","Africa","Burundi",44.736,1992
"214","Africa","Burundi",45.326,1997
"215","Africa","Burundi",47.36,2002
"216","Africa","Burundi",49.58,2007
"217","Asia","Cambodia",39.417,1952
"218","Asia","Cambodia",41.366,1957
"219","Asia","Cambodia",43.415,1962
"220","Asia","Cambodia",45.415,1967
"221","Asia","Cambodia",40.317,1972
"222","Asia","Cambodia",31.22,1977
"223","Asia","Cambodia",50.957,1982
"224","Asia","Cambodia",53.914,1987
"225","Asia","Cambodia",55.803,1992
"226","Asia","Cambodia",56.534,1997
"227","Asia","Cambodia",56.752,2002
"228","Asia","Cambodia",59.723,2007
"229","Africa","Cameroon",38.523,1952
"230","Africa","Cameroon",40.428,1957
"231","Africa","Cameroon",42.643,1962
"232","Africa","Cameroon",44.799,1967
"233","Africa","Cameroon",47.049,1972
"234","Africa","Cameroon",49.355,1977
"235","Africa","Cameroon",52.961,1982
"236","Africa","Cameroon",54.985,1987
"237","Africa","Cameroon",54.314,1992
"238","Africa","Cameroon",52.199,1997
"239","Africa","Cameroon",49.856,2002
"240","Africa","Cameroon",50.43,2007
"241","Americas","Canada",68.75,1952
"242","Americas","Canada",69.96,1957
"243","Americas","Canada",71.3,1962
"244","Americas","Canada",72.13,1967
"245","Americas","Canada",72.88,1972
"246","Americas","Canada",74.21,1977
"247","Americas","Canada",75.76,1982
"248","Americas","Canada",76.86,1987
"249","Americas","Canada",77.95,1992
"250","Americas","Canada",78.61,1997
"251","Americas","Canada",79.77,2002
"252","Americas","Canada",80.653,2007
"253","Africa","Central African Republic",35.463,1952
"254","Africa","Central African Republic",37.464,1957
"255","Africa","Central African Republic",39.475,1962
"256","Africa","Central African Republic",41.478,1967
"257","Africa","Central African Republic",43.457,1972
"258","Africa","Central African Republic",46.775,1977
"259","Africa","Central African Republic",48.295,1982
"260","Africa","Central African Republic",50.485,1987
"261","Africa","Central African Republic",49.396,1992
"262","Africa","Central African Republic",46.066,1997
"263","Africa","Central African Republic",43.308,2002
"264","Africa","Central African Republic",44.741,2007
"265","Africa","Chad",38.092,1952
"266","Africa","Chad",39.881,1957
"267","Africa","Chad",41.716,1962
"268","Africa","Chad",43.601,1967
"269","Africa","Chad",45.569,1972
"270","Africa","Chad",47.383,1977
"271","Africa","Chad",49.517,1982
"272","Africa","Chad",51.051,1987
"273","Africa","Chad",51.724,1992
"274","Africa","Chad",51.573,1997
"275","Africa","Chad",50.525,2002
"276","Africa","Chad",50.651,2007
"277","Americas","Chile",54.745,1952
"278","Americas","Chile",56.074,1957
"279","Americas","Chile",57.924,1962
"280","Americas","Chile",60.523,1967
"281","Americas","Chile",63.441,1972
"282","Americas","Chile",67.052,1977
"283","Americas","Chile",70.565,1982
"284","Americas","Chile",72.492,1987
"285","Americas","Chile",74.126,1992
"286","Americas","Chile",75.816,1997
"287","Americas","Chile",77.86,2002
"288","Americas","Chile",78.553,2007
"289","Asia","China",44,1952
"290","Asia","China",50.54896,1957
"291","Asia","China",44.50136,1962
"292","Asia","China",58.38112,1967
"293","Asia","China",63.11888,1972
"294","Asia","China",63.96736,1977
"295","Asia","China",65.525,1982
"296","Asia","China",67.274,1987
"297","Asia","China",68.69,1992
"298","Asia","China",70.426,1997
"299","Asia","China",72.028,2002
"300","Asia","China",72.961,2007
"301","Americas","Colombia",50.643,1952
"302","Americas","Colombia",55.118,1957
"303","Americas","Colombia",57.863,1962
"304","Americas","Colombia",59.963,1967
"305","Americas","Colombia",61.623,1972
"306","Americas","Colombia",63.837,1977
"307","Americas","Colombia",66.653,1982
"308","Americas","Colombia",67.768,1987
"309","Americas","Colombia",68.421,1992
"310","Americas","Colombia",70.313,1997
"311","Americas","Colombia",71.682,2002
"312","Americas","Colombia",72.889,2007
"313","Africa","Comoros",40.715,1952
"314","Africa","Comoros",42.46,1957
"315","Africa","Comoros",44.467,1962
"316","Africa","Comoros",46.472,1967
"317","Africa","Comoros",48.944,1972
"318","Africa","Comoros",50.939,1977
"319","Africa","Comoros",52.933,1982
"320","Africa","Comoros",54.926,1987
"321","Africa","Comoros",57.939,1992
"322","Africa","Comoros",60.66,1997
"323","Africa","Comoros",62.974,2002
"324","Africa","Comoros",65.152,2007
"325","Africa","Congo, Dem. Rep.",39.143,1952
"326","Africa","Congo, Dem. Rep.",40.652,1957
"327","Africa","Congo, Dem. Rep.",42.122,1962
"328","Africa","Congo, Dem. Rep.",44.056,1967
"329","Africa","Congo, Dem. Rep.",45.989,1972
"330","Africa","Congo, Dem. Rep.",47.804,1977
"331","Africa","Congo, Dem. Rep.",47.784,1982
"332","Africa","Congo, Dem. Rep.",47.412,1987
"333","Africa","Congo, Dem. Rep.",45.548,1992
"334","Africa","Congo, Dem. Rep.",42.587,1997
"335","Africa","Congo, Dem. Rep.",44.966,2002
"336","Africa","Congo, Dem. Rep.",46.462,2007
"337","Africa","Congo, Rep.",42.111,1952
"338","Africa","Congo, Rep.",45.053,1957
"339","Africa","Congo, Rep.",48.435,1962
"340","Africa","Congo, Rep.",52.04,1967
"341","Africa","Congo, Rep.",54.907,1972
"342","Africa","Congo, Rep.",55.625,1977
"343","Africa","Congo, Rep.",56.695,1982
"344","Africa","Congo, Rep.",57.47,1987
"345","Africa","Congo, Rep.",56.433,1992
"346","Africa","Congo, Rep.",52.962,1997
"347","Africa","Congo, Rep.",52.97,2002
"348","Africa","Congo, Rep.",55.322,2007
"349","Americas","Costa Rica",57.206,1952
"350","Americas","Costa Rica",60.026,1957
"351","Americas","Costa Rica",62.842,1962
"352","Americas","Costa Rica",65.424,1967
"353","Americas","Costa Rica",67.849,1972
"354","Americas","Costa Rica",70.75,1977
"355","Americas","Costa Rica",73.45,1982
"356","Americas","Costa Rica",74.752,1987
"357","Americas","Costa Rica",75.713,1992
"358","Americas","Costa Rica",77.26,1997
"359","Americas","Costa Rica",78.123,2002
"360","Americas","Costa Rica",78.782,2007
"361","Africa","Cote d'Ivoire",40.477,1952
"362","Africa","Cote d'Ivoire",42.469,1957
"363","Africa","Cote d'Ivoire",44.93,1962
"364","Africa","Cote d'Ivoire",47.35,1967
"365","Africa","Cote d'Ivoire",49.801,1972
"366","Africa","Cote d'Ivoire",52.374,1977
"367","Africa","Cote d'Ivoire",53.983,1982
"368","Africa","Cote d'Ivoire",54.655,1987
"369","Africa","Cote d'Ivoire",52.044,1992
"370","Africa","Cote d'Ivoire",47.991,1997
"371","Africa","Cote d'Ivoire",46.832,2002
"372","Africa","Cote d'Ivoire",48.328,2007
"373","Europe","Croatia",61.21,1952
"374","Europe","Croatia",64.77,1957
"375","Europe","Croatia",67.13,1962
"376","Europe","Croatia",68.5,1967
"377","Europe","Croatia",69.61,1972
"378","Europe","Croatia",70.64,1977
"379","Europe","Croatia",70.46,1982
"380","Europe","Croatia",71.52,1987
"381","Europe","Croatia",72.527,1992
"382","Europe","Croatia",73.68,1997
"383","Europe","Croatia",74.876,2002
"384","Europe","Croatia",75.748,2007
"385","Americas","Cuba",59.421,1952
"386","Americas","Cuba",62.325,1957
"387","Americas","Cuba",65.246,1962
"388","Americas","Cuba",68.29,1967
"389","Americas","Cuba",70.723,1972
"390","Americas","Cuba",72.649,1977
"391","Americas","Cuba",73.717,1982
"392","Americas","Cuba",74.174,1987
"393","Americas","Cuba",74.414,1992
"394","Americas","Cuba",76.151,1997
"395","Americas","Cuba",77.158,2002
"396","Americas","Cuba",78.273,2007
"397","Europe","Czech Republic",66.87,1952
"398","Europe","Czech Republic",69.03,1957
"399","Europe","Czech Republic",69.9,1962
"400","Europe","Czech Republic",70.38,1967
"401","Europe","Czech Republic",70.29,1972
"402","Europe","Czech Republic",70.71,1977
"403","Europe","Czech Republic",70.96,1982
"404","Europe","Czech Republic",71.58,1987
"405","Europe","Czech Republic",72.4,1992
"406","Europe","Czech Republic",74.01,1997
"407","Europe","Czech Republic",75.51,2002
"408","Europe","Czech Republic",76.486,2007
"409","Europe","Denmark",70.78,1952
"410","Europe","Denmark",71.81,1957
"411","Europe","Denmark",72.35,1962
"412","Europe","Denmark",72.96,1967
"413","Europe","Denmark",73.47,1972
"414","Europe","Denmark",74.69,1977
"415","Europe","Denmark",74.63,1982
"416","Europe","Denmark",74.8,1987
"417","Europe","Denmark",75.33,1992
"418","Europe","Denmark",76.11,1997
"419","Europe","Denmark",77.18,2002
"420","Europe","Denmark",78.332,2007
"421","Africa","Djibouti",34.812,1952
"422","Africa","Djibouti",37.328,1957
"423","Africa","Djibouti",39.693,1962
"424","Africa","Djibouti",42.074,1967
"425","Africa","Djibouti",44.366,1972
"426","Africa","Djibouti",46.519,1977
"427","Africa","Djibouti",48.812,1982
"428","Africa","Djibouti",50.04,1987
"429","Africa","Djibouti",51.604,1992
"430","Africa","Djibouti",53.157,1997
"431","Africa","Djibouti",53.373,2002
"432","Africa","Djibouti",54.791,2007
"433","Americas","Dominican Republic",45.928,1952
"434","Americas","Dominican Republic",49.828,1957
"435","Americas","Dominican Republic",53.459,1962
"436","Americas","Dominican Republic",56.751,1967
"437","Americas","Dominican Republic",59.631,1972
"438","Americas","Dominican Republic",61.788,1977
"439","Americas","Dominican Republic",63.727,1982
"440","Americas","Dominican Republic",66.046,1987
"441","Americas","Dominican Republic",68.457,1992
"442","Americas","Dominican Republic",69.957,1997
"443","Americas","Dominican Republic",70.847,2002
"444","Americas","Dominican Republic",72.235,2007
"445","Americas","Ecuador",48.357,1952
"446","Americas","Ecuador",51.356,1957
"447","Americas","Ecuador",54.64,1962
"448","Americas","Ecuador",56.678,1967
"449","Americas","Ecuador",58.796,1972
"450","Americas","Ecuador",61.31,1977
"451","Americas","Ecuador",64.342,1982
"452","Americas","Ecuador",67.231,1987
"453","Americas","Ecuador",69.613,1992
"454","Americas","Ecuador",72.312,1997
"455","Americas","Ecuador",74.173,2002
"456","Americas","Ecuador",74.994,2007
"457","Africa","Egypt",41.893,1952
"458","Africa","Egypt",44.444,1957
"459","Africa","Egypt",46.992,1962
"460","Africa","Egypt",49.293,1967
"461","Africa","Egypt",51.137,1972
"462","Africa","Egypt",53.319,1977
"463","Africa","Egypt",56.006,1982
"464","Africa","Egypt",59.797,1987
"465","Africa","Egypt",63.674,1992
"466","Africa","Egypt",67.217,1997
"467","Africa","Egypt",69.806,2002
"468","Africa","Egypt",71.338,2007
"469","Americas","El Salvador",45.262,1952
"470","Americas","El Salvador",48.57,1957
"471","Americas","El Salvador",52.307,1962
"472","Americas","El Salvador",55.855,1967
"473","Americas","El Salvador",58.207,1972
"474","Americas","El Salvador",56.696,1977
"475","Americas","El Salvador",56.604,1982
"476","Americas","El Salvador",63.154,1987
"477","Americas","El Salvador",66.798,1992
"478","Americas","El Salvador",69.535,1997
"479","Americas","El Salvador",70.734,2002
"480","Americas","El Salvador",71.878,2007
"481","Africa","Equatorial Guinea",34.482,1952
"482","Africa","Equatorial Guinea",35.983,1957
"483","Africa","Equatorial Guinea",37.485,1962
"484","Africa","Equatorial Guinea",38.987,1967
"485","Africa","Equatorial Guinea",40.516,1972
"486","Africa","Equatorial Guinea",42.024,1977
"487","Africa","Equatorial Guinea",43.662,1982
"488","Africa","Equatorial Guinea",45.664,1987
"489","Africa","Equatorial Guinea",47.545,1992
"490","Africa","Equatorial Guinea",48.245,1997
"491","Africa","Equatorial Guinea",49.348,2002
"492","Africa","Equatorial Guinea",51.579,2007
"493","Africa","Eritrea",35.928,1952
"494","Africa","Eritrea",38.047,1957
"495","Africa","Eritrea",40.158,1962
"496","Africa","Eritrea",42.189,1967
"497","Africa","Eritrea",44.142,1972
"498","Africa","Eritrea",44.535,1977
"499","Africa","Eritrea",43.89,1982
"500","Africa","Eritrea",46.453,1987
"501","Africa","Eritrea",49.991,1992
"502","Africa","Eritrea",53.378,1997
"503","Africa","Eritrea",55.24,2002
"504","Africa","Eritrea",58.04,2007
"505","Africa","Ethiopia",34.078,1952
"506","Africa","Ethiopia",36.667,1957
"507","Africa","Ethiopia",40.059,1962
"508","Africa","Ethiopia",42.115,1967
"509","Africa","Ethiopia",43.515,1972
"510","Africa","Ethiopia",44.51,1977
"511","Africa","Ethiopia",44.916,1982
"512","Africa","Ethiopia",46.684,1987
"513","Africa","Ethiopia",48.091,1992
"514","Africa","Ethiopia",49.402,1997
"515","Africa","Ethiopia",50.725,2002
"516","Africa","Ethiopia",52.947,2007
"517","Europe","Finland",66.55,1952
"518","Europe","Finland",67.49,1957
"519","Europe","Finland",68.75,1962
"520","Europe","Finland",69.83,1967
"521","Europe","Finland",70.87,1972
"522","Europe","Finland",72.52,1977
"523","Europe","Finland",74.55,1982
"524","Europe","Finland",74.83,1987
"525","Europe","Finland",75.7,1992
"526","Europe","Finland",77.13,1997
"527","Europe","Finland",78.37,2002
"528","Europe","Finland",79.313,2007
"529","Europe","France",67.41,1952
"530","Europe","France",68.93,1957
"531","Europe","France",70.51,1962
"532","Europe","France",71.55,1967
"533","Europe","France",72.38,1972
"534","Europe","France",73.83,1977
"535","Europe","France",74.89,1982
"536","Europe","France",76.34,1987
"537","Europe","France",77.46,1992
"538","Europe","France",78.64,1997
"539","Europe","France",79.59,2002
"540","Europe","France",80.657,2007
"541","Africa","Gabon",37.003,1952
"542","Africa","Gabon",38.999,1957
"543","Africa","Gabon",40.489,1962
"544","Africa","Gabon",44.598,1967
"545","Africa","Gabon",48.69,1972
"546","Africa","Gabon",52.79,1977
"547","Africa","Gabon",56.564,1982
"548","Africa","Gabon",60.19,1987
"549","Africa","Gabon",61.366,1992
"550","Africa","Gabon",60.461,1997
"551","Africa","Gabon",56.761,2002
"552","Africa","Gabon",56.735,2007
"553","Africa","Gambia",30,1952
"554","Africa","Gambia",32.065,1957
"555","Africa","Gambia",33.896,1962
"556","Africa","Gambia",35.857,1967
"557","Africa","Gambia",38.308,1972
"558","Africa","Gambia",41.842,1977
"559","Africa","Gambia",45.58,1982
"560","Africa","Gambia",49.265,1987
"561","Africa","Gambia",52.644,1992
"562","Africa","Gambia",55.861,1997
"563","Africa","Gambia",58.041,2002
"564","Africa","Gambia",59.448,2007
"565","Europe","Germany",67.5,1952
"566","Europe","Germany",69.1,1957
"567","Europe","Germany",70.3,1962
"568","Europe","Germany",70.8,1967
"569","Europe","Germany",71,1972
"570","Europe","Germany",72.5,1977
"571","Europe","Germany",73.8,1982
"572","Europe","Germany",74.847,1987
"573","Europe","Germany",76.07,1992
"574","Europe","Germany",77.34,1997
"575","Europe","Germany",78.67,2002
"576","Europe","Germany",79.406,2007
"577","Africa","Ghana",43.149,1952
"578","Africa","Ghana",44.779,1957
"579","Africa","Ghana",46.452,1962
"580","Africa","Ghana",48.072,1967
"581","Africa","Ghana",49.875,1972
"582","Africa","Ghana",51.756,1977
"583","Africa","Ghana",53.744,1982
"584","Africa","Ghana",55.729,1987
"585","Africa","Ghana",57.501,1992
"586","Africa","Ghana",58.556,1997
"587","Africa","Ghana",58.453,2002
"588","Africa","Ghana",60.022,2007
"589","Europe","Greece",65.86,1952
"590","Europe","Greece",67.86,1957
"591","Europe","Greece",69.51,1962
"592","Europe","Greece",71,1967
"593","Europe","Greece",72.34,1972
"594","Europe","Greece",73.68,1977
"595","Europe","Greece",75.24,1982
"596","Europe","Greece",76.67,1987
"597","Europe","Greece",77.03,1992
"598","Europe","Greece",77.869,1997
"599","Europe","Greece",78.256,2002
"600","Europe","Greece",79.483,2007
"601","Americas","Guatemala",42.023,1952
"602","Americas","Guatemala",44.142,1957
"603","Americas","Guatemala",46.954,1962
"604","Americas","Guatemala",50.016,1967
"605","Americas","Guatemala",53.738,1972
"606","Americas","Guatemala",56.029,1977
"607","Americas","Guatemala",58.137,1982
"608","Americas","Guatemala",60.782,1987
"609","Americas","Guatemala",63.373,1992
"610","Americas","Guatemala",66.322,1997
"611","Americas","Guatemala",68.978,2002
"612","Americas","Guatemala",70.259,2007
"613","Africa","Guinea",33.609,1952
"614","Africa","Guinea",34.558,1957
"615","Africa","Guinea",35.753,1962
"616","Africa","Guinea",37.197,1967
"617","Africa","Guinea",38.842,1972
"618","Africa","Guinea",40.762,1977
"619","Africa","Guinea",42.891,1982
"620","Africa","Guinea",45.552,1987
"621","Africa","Guinea",48.576,1992
"622","Africa","Guinea",51.455,1997
"623","Africa","Guinea",53.676,2002
"624","Africa","Guinea",56.007,2007
"625","Africa","Guinea-Bissau",32.5,1952
"626","Africa","Guinea-Bissau",33.489,1957
"627","Africa","Guinea-Bissau",34.488,1962
"628","Africa","Guinea-Bissau",35.492,1967
"629","Africa","Guinea-Bissau",36.486,1972
"630","Africa","Guinea-Bissau",37.465,1977
"631","Africa","Guinea-Bissau",39.327,1982
"632","Africa","Guinea-Bissau",41.245,1987
"633","Africa","Guinea-Bissau",43.266,1992
"634","Africa","Guinea-Bissau",44.873,1997
"635","Africa","Guinea-Bissau",45.504,2002
"636","Africa","Guinea-Bissau",46.388,2007
"637","Americas","Haiti",37.579,1952
"638","Americas","Haiti",40.696,1957
"639","Americas","Haiti",43.59,1962
"640","Americas","Haiti",46.243,1967
"641","Americas","Haiti",48.042,1972
"642","Americas","Haiti",49.923,1977
"643","Americas","Haiti",51.461,1982
"644","Americas","Haiti",53.636,1987
"645","Americas","Haiti",55.089,1992
"646","Americas","Haiti",56.671,1997
"647","Americas","Haiti",58.137,2002
"648","Americas","Haiti",60.916,2007
"649","Americas","Honduras",41.912,1952
"650","Americas","Honduras",44.665,1957
"651","Americas","Honduras",48.041,1962
"652","Americas","Honduras",50.924,1967
"653","Americas","Honduras",53.884,1972
"654","Americas","Honduras",57.402,1977
"655","Americas","Honduras",60.909,1982
"656","Americas","Honduras",64.492,1987
"657","Americas","Honduras",66.399,1992
"658","Americas","Honduras",67.659,1997
"659","Americas","Honduras",68.565,2002
"660","Americas","Honduras",70.198,2007
"661","Asia","Hong Kong, China",60.96,1952
"662","Asia","Hong Kong, China",64.75,1957
"663","Asia","Hong Kong, China",67.65,1962
"664","Asia","Hong Kong, China",70,1967
"665","Asia","Hong Kong, China",72,1972
"666","Asia","Hong Kong, China",73.6,1977
"667","Asia","Hong Kong, China",75.45,1982
"668","Asia","Hong Kong, China",76.2,1987
"669","Asia","Hong Kong, China",77.601,1992
"670","Asia","Hong Kong, China",80,1997
"671","Asia","Hong Kong, China",81.495,2002
"672","Asia","Hong Kong, China",82.208,2007
"673","Europe","Hungary",64.03,1952
"674","Europe","Hungary",66.41,1957
"675","Europe","Hungary",67.96,1962
"676","Europe","Hungary",69.5,1967
"677","Europe","Hungary",69.76,1972
"678","Europe","Hungary",69.95,1977
"679","Europe","Hungary",69.39,1982
"680","Europe","Hungary",69.58,1987
"681","Europe","Hungary",69.17,1992
"682","Europe","Hungary",71.04,1997
"683","Europe","Hungary",72.59,2002
"684","Europe","Hungary",73.338,2007
"685","Europe","Iceland",72.49,1952
"686","Europe","Iceland",73.47,1957
"687","Europe","Iceland",73.68,1962
"688","Europe","Iceland",73.73,1967
"689","Europe","Iceland",74.46,1972
"690","Europe","Iceland",76.11,1977
"691","Europe","Iceland",76.99,1982
"692","Europe","Iceland",77.23,1987
"693","Europe","Iceland",78.77,1992
"694","Europe","Iceland",78.95,1997
"695","Europe","Iceland",80.5,2002
"696","Europe","Iceland",81.757,2007
"697","Asia","India",37.373,1952
"698","Asia","India",40.249,1957
"699","Asia","India",43.605,1962
"700","Asia","India",47.193,1967
"701","Asia","India",50.651,1972
"702","Asia","India",54.208,1977
"703","Asia","India",56.596,1982
